име,град,alt-score,alt-verdict,alt-max-time,m3-score,m3-verdict,m3-max-time,power-score,power-verdict,power-max-time,точки
ADI,София,23.076923076923077,OK OK OK TL TL TL TL TL TL TL TL TL TL,N/A,3.3333333333333335,OK WA OK WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA OK WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.006,5.2631578947368425,OK WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.006,31.67341430499325
ISS,Пловдив,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,8.888888888888888,OK WA WA WA OK OK OK OK WA OK OK WA OK WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,21.05263157894737,OK OK TL WA OK OK TL TL TL TL WA WA WA TL TL TL WA TL WA,N/A,29.941520467836256
GKK,Бургас,23.076923076923077,OK OK OK TL TL TL TL TL TL TL TL TL TL,N/A,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA TL TL,N/A,23.076923076923077
VPM,София,0.0,WA WA WA WA WA WA TL TL TL TL TL TL TL,N/A,21.111111111111107,OK WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA OK OK OK WA WA WA WA WA OK WA WA WA WA OK OK OK OK OK WA WA WA WA WA WA WA WA WA WA WA WA OK WA WA OK OK WA WA WA WA WA OK OK WA WA OK WA OK WA WA WA WA WA WA WA WA OK WA WA WA WA OK,0.006,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.006,21.111111111111107
BCG,София,0.0,WA WA WA WA WA WA TL TL TL TL TL TL TL,N/A,21.111111111111107,OK WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA OK OK OK WA WA WA WA WA OK WA WA WA WA OK OK OK OK OK WA WA WA WA WA WA WA WA WA WA WA WA OK WA WA OK OK WA WA WA WA WA OK OK WA WA OK WA OK WA WA WA WA WA WA WA WA OK WA WA WA WA OK,0.006,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,21.111111111111107
SYD,София,15.384615384615385,WA OK OK TL TL TL TL TL TL TL TL TL TL,N/A,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.006,5.2631578947368425,OK WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.011,20.64777327935223
DSS,Варна,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,14.444444444444441,WA WA WA OK OK OK OK OK OK OK OK OK OK OK OK OK WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.006,5.2631578947368425,OK WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,19.707602339181285
AVT,Плевен,0,Compilation error,N/A,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,10.526315789473685,WA OK WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA OK,0.009,10.526315789473685
NDD,София,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,8.888888888888888,WA WA WA WA OK OK WA WA WA WA WA WA WA WA WA WA WA WA OK OK WA WA WA WA WA WA WA WA WA WA OK OK WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA OK WA WA WA WA WA WA WA WA WA WA WA WA OK WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.018,8.888888888888888
HDS,Шумен,7.6923076923076925,OK WA WA WA WA WA WA WA WA WA WA WA WA,0.005,0,Compilation error,N/A,0.0,WA TL TL TL TL TL TL TL TL TL TL TL TL TL TL TL TL TL TL,N/A,7.6923076923076925
IIN,Пловдив,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,5.2631578947368425,OK WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,5.2631578947368425
ZNE,Велико Търново,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,0,Compilation error,N/A,5.2631578947368425,OK WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.011,5.2631578947368425
MSK,Ямбол,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,0.0
JGD,Шумен,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,0,Compilation error,N/A,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA TL TL TL TL TL TL,N/A,0.0
RDG,Шумен,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA,0.003,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.03,0.0,RE RE RE RE RE RE RE RE RE RE RE RE RE RE RE RE RE RE RE,N/A,0.0
ASS,Бургас,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA,0.005,0.0,WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA,0.006,0,Compilation error,N/A,0.0
VAK,Пловдив,0,Compilation error,N/A,0,Compilation error,N/A,0.0,RE RE RE RE RE RE RE RE RE RE RE RE RE RE RE RE RE RE RE,N/A,0.0
